age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,student_id,lucky_number,hobby_code
35,Private,,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,>50K,21432,642,A
29,Private,114801,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,21433,106,C
41,Private,190591,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K,21434,614,D
33,State-gov,220066,,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,48,United-States,>50K,21435,918,C
22,?,228480,HS-grad,9,Married-civ-spouse,?,Own-child,White,,0,0,20,United-States,0,21436,854,C
52,Private,128378,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,21437,667,B
20,Private,157595,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,21438,172,B
18,Local-gov,,11th,7,Never-married,Protective-serv,Own-child,White,Male,0,0,10,United-States,<=50K,21439,109,
63,Private,339755,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,,50,?,1,21440,672,A
49,Private,240841,7th-8th,4,Divorced,,Unmarried,White,Female,0,0,35,United-States,<=50K,21441,661,B
58,Private,94345,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,21442,221,B
23,Self-emp-not-inc,,HS-grad,9,,Other-service,Unmarried,White,Female,0,0,50,United-States,<=50K,21443,786,D
59,Private,176647,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,21444,612,C
49,Self-emp-not-inc,79627,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,21445,540,B
23,Local-gov,210781,Bachelors,13,Never-married,Prof-specialty,Own-child,,Female,0,0,15,United-States,<=50K,21446,137,A
17,?,161981,10th,6,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,21447,801,D
20,,493443,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,21448,690,B
64,Private,312242,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,,United-States,<=50K,21449,444,D
34,Private,185408,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,21450,437,B
63,Private,101077,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,0,0,35,United-States,<=50K,21451,801,B
51,Private,147200,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,21452,283,D
40,State-gov,166327,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,0,21453,166,A
55,Private,178644,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K,21454,116,A
35,Private,126675,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,46,?,<=50K,21455,482,C
30,Private,158420,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,25,United-States,0,21456,467,B
47,?,83046,Bachelors,13,,?,Husband,White,Male,0,0,18,United-States,0,21457,415,C
29,Private,46609,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,?,<=50K,21458,596,D
17,?,170320,11th,,Never-married,?,Own-child,White,Female,0,0,8,United-States,<=50K,21459,907,C
55,,141877,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,21460,820,D
47,Local-gov,81654,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,,United-States,>50K,21461,444,A
50,Private,177705,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,,<=50K,21462,652,D
32,Self-emp-not-inc,129497,,,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K,21463,572,D
60,Private,114413,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K,21464,214,C
53,Private,189511,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,21465,199,B
45,Private,246431,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K,21466,984,C
,Private,147654,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0,21467,537,A
32,Self-emp-not-inc,443546,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,,0,40,United-States,<=50K,21468,444,A
37,Private,281751,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K,21469,448,A
28,Private,263128,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,,United-States,<=50K,21470,238,B
26,Private,,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,0,21471,927,C
47,Self-emp-inc,96798,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,1,21472,423,D
34,Private,430554,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,,United-States,>50K,21473,945,D
42,,317078,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,21474,401,B
32,Private,207400,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,21475,393,A
35,Private,187089,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,42,United-States,>50K,21476,628,B
38,Private,238980,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,21477,933,D
49,?,407495,,9,Married-spouse-absent,?,Not-in-family,White,Male,,0,70,United-States,0,21478,391,A
35,Private,183800,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,21479,173,B
45,Private,287190,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,,Male,0,0,35,United-States,0,21480,874,D
31,Private,111363,,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,21481,583,D
52,Self-emp-inc,260938,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,60,United-States,1,21482,115,B
20,Private,183594,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,0,21483,625,D
64,?,49194,11th,7,,?,Husband,White,,0,0,30,United-States,<=50K,21484,435,C
20,?,117618,Some-college,10,Never-married,?,Own-child,White,Male,0,,40,United-States,<=50K,21485,,C
24,Private,172496,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,,0,50,United-States,<=50K,21486,972,A
29,Private,389713,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,21487,615,C
23,Private,174413,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,,40,United-States,0,21488,226,C
34,State-gov,189843,HS-grad,,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,21489,923,B
54,Private,198546,Masters,14,Widowed,Adm-clerical,,,Female,0,0,,United-States,0,21490,617,
21,Private,82497,Some-college,10,Never-married,,Not-in-family,White,Female,0,0,30,United-States,<=50K,21491,228,B
23,,193090,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K,21492,610,B
55,Private,208451,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,21493,522,C
42,?,234277,HS-grad,9,Married-spouse-absent,,Not-in-family,White,Male,0,0,35,United-States,<=50K,21494,484,C
37,Private,434097,Assoc-acdm,12,Divorced,,Not-in-family,Black,Male,0,0,40,United-States,<=50K,21495,982,D
20,State-gov,178628,Some-college,,Never-married,Adm-clerical,Own-child,White,,0,0,40,United-States,<=50K,21496,331,D
53,Private,96827,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Canada,0,21497,924,A
34,Private,154667,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,,Female,,0,40,United-States,<=50K,21498,294,C
43,Private,160246,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Female,,,,United-States,0,21499,164,D
24,Self-emp-not-inc,166036,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,21500,932,B
23,,186813,HS-grad,,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,,0,0,40,United-States,<=50K,21501,714,C
29,Private,162312,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,Other,Male,0,0,40,United-States,0,21502,376,
58,Private,183893,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,21503,769,
40,Private,111829,Masters,14,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,21504,323,B
43,Federal-gov,175669,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,21505,,D
25,State-gov,104097,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,21506,377,B
23,Local-gov,117618,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,24,United-States,<=50K,21507,793,
34,Self-emp-inc,202450,HS-grad,9,,Craft-repair,Husband,,Male,0,0,50,United-States,<=50K,21508,465,C
26,Private,109570,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,,United-States,<=50K,21509,615,A
60,Private,101096,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,65,,>50K,21510,314,D
39,Private,236391,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1,21511,538,B
21,,136975,HS-grad,,Never-married,Other-service,Own-child,White,Male,0,,40,United-States,<=50K,21512,527,C
33,Private,240979,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,21513,828,D
26,Private,248612,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K,21514,495,C
29,?,153167,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,40,United-States,<=50K,21515,308,C
52,Private,,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,21516,600,B
34,Private,243165,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,1,21517,562,B
24,Private,388885,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,48,United-States,0,21518,685,C
34,Self-emp-not-inc,87209,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,,60,United-States,0,21519,326,C
53,Self-emp-not-inc,168539,9th,5,,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K,21520,474,D
31,Private,179013,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0,21521,599,B
58,Private,196643,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K,21522,192,D
32,Private,156464,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,21523,559,A
57,Private,35884,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,21524,676,D
32,Private,182714,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,,United-States,<=50K,21525,420,
77,Private,344425,,5,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0,0,10,United-States,0,21526,109,A
37,Self-emp-not-inc,177277,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,21527,402,D
51,Private,70767,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K,21528,421,A
33,Self-emp-not-inc,520078,Assoc-acdm,12,Divorced,,,Black,Male,,0,60,United-States,0,21529,916,B
53,Local-gov,321770,HS-grad,9,Married-spouse-absent,Transport-moving,Other-relative,White,Female,0,0,35,United-States,<=50K,21530,555,D
32,Private,158416,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,21531,377,D
30,Private,312667,Some-college,,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,21532,,
33,Private,31481,Bachelors,13,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,24,United-States,0,21533,637,D
31,Private,259531,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,21534,829,A
28,Private,186239,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,,0,0,40,United-States,0,21535,492,B
19,,,12th,8,Never-married,Other-service,Own-child,,Female,0,,20,United-States,<=50K,21536,194,A
27,Private,249315,HS-grad,9,Married-civ-spouse,Sales,,White,Male,0,0,60,United-States,<=50K,21537,855,D
21,Private,308237,5th-6th,3,,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,0,21538,206,D
24,Private,103064,Bachelors,13,Never-married,,Not-in-family,White,Female,0,0,40,United-States,<=50K,21539,489,D
46,Private,185847,,9,Divorced,Transport-moving,,White,Male,0,0,54,United-States,<=50K,21540,859,D
31,Private,168521,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,21541,625,A
60,Private,198170,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,21542,772,D
21,Private,353628,10th,6,,Sales,Unmarried,Black,Female,0,0,38,United-States,<=50K,21543,170,B
38,?,273285,11th,7,Never-married,?,Not-in-family,White,Female,0,0,32,United-States,0,21544,763,B
31,Private,272069,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,21545,686,C
26,Private,22328,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,21546,475,B
46,Private,309212,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,25,United-States,<=50K,21547,826,C
25,Self-emp-inc,148888,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,,United-States,>50K,21548,467,B
23,Local-gov,324637,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,,30,United-States,<=50K,21549,150,B
53,Self-emp-inc,55139,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,>50K,21550,997,D
45,Private,,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,21551,242,
70,Private,315868,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,21552,518,D
17,Private,126832,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,,United-States,<=50K,21553,647,D
18,Private,126071,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,21554,599,B
34,Private,265706,Masters,14,,Sales,Unmarried,White,Male,0,0,60,United-States,>50K,21555,985,A
41,Private,282964,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,,,United-States,0,21556,266,D
28,Private,328518,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,21557,,B
23,State-gov,283499,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,21558,359,A
32,Private,286675,Some-college,,,Exec-managerial,Other-relative,White,Male,0,,40,,<=50K,21559,291,B
56,Private,136472,7th-8th,,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,,48,United-States,<=50K,21560,301,B
36,Private,132879,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,United-States,<=50K,21561,873,A
26,Private,314798,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,0,21562,284,B
62,Private,143943,Bachelors,13,Widowed,Tech-support,Unmarried,White,Female,0,0,7,United-States,<=50K,21563,257,D
35,Private,134367,Assoc-acdm,,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,21564,857,C
25,Local-gov,366796,Bachelors,13,Never-married,,Not-in-family,White,Female,0,0,40,United-States,0,21565,721,C
28,Private,195573,HS-grad,9,,Transport-moving,Husband,White,Male,0,,50,United-States,<=50K,21566,198,B
21,Private,,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,,<=50K,21567,340,C
31,Private,164190,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,21568,590,C
23,Private,380281,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,0,25,,<=50K,21569,301,C
58,Self-emp-inc,190763,Bachelors,,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,21570,733,D
55,Local-gov,209535,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,21571,608,D
54,Private,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,21572,728,C
40,Private,198790,11th,,Married-civ-spouse,,Husband,White,Male,0,0,30,United-States,<=50K,21573,195,A
27,Private,236481,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,10,India,0,21574,845,A
,Private,143266,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,25,United-States,<=50K,21575,589,A
53,Private,192386,HS-grad,9,Separated,,Unmarried,White,Male,0,0,45,United-States,<=50K,21576,678,D
23,Private,99543,12th,8,Never-married,Transport-moving,Not-in-family,White,Male,0,0,46,United-States,<=50K,21577,987,D
66,Private,169435,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,16,United-States,<=50K,21578,317,D
34,Self-emp-not-inc,34572,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,21579,626,D
39,Private,119272,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0,21580,372,C
21,Private,,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,,0,40,United-States,<=50K,21581,318,D
26,Private,,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Other,Female,0,0,35,United-States,<=50K,21582,885,C
21,Private,213041,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Cuba,0,21583,982,A
59,Private,229939,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,21584,758,C
61,Private,175331,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,21585,431,A
30,Private,,Bachelors,,Married-civ-spouse,Sales,Husband,,Male,0,0,50,United-States,1,21586,955,D
22,Private,46561,,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,,40,United-States,<=50K,21587,552,A
47,Private,161311,HS-grad,9,Divorced,,Unmarried,,Female,0,0,30,United-States,<=50K,21588,251,A
50,Private,98215,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,21589,446,C
59,Local-gov,181242,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,21590,915,A
35,Private,356238,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,0,0,80,United-States,>50K,21591,513,
28,Private,315287,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Male,0,,40,?,0,21592,626,A
63,Private,34098,10th,6,Widowed,Farming-fishing,Unmarried,White,Female,0,0,56,United-States,<=50K,21593,530,D
48,Private,,,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,<=50K,21594,478,A
41,Federal-gov,356934,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K,21595,994,B
26,Private,276309,Some-college,10,,Handlers-cleaners,Own-child,Black,Female,0,0,20,United-States,<=50K,21596,527,C
29,Self-emp-not-inc,164607,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,21597,965,
30,Private,224462,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,,United-States,<=50K,21598,183,B
19,Private,92863,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K,21599,291,D
27,Private,179565,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K,21600,140,D
59,Self-emp-not-inc,31137,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K,21601,963,C
19,Private,199495,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,21602,,D
45,Private,175262,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K,21603,872,B
,Private,220585,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,,40,United-States,0,21604,,A
44,Local-gov,231793,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,0,21605,477,B
34,Federal-gov,191342,Bachelors,13,,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,38,United-States,<=50K,21606,235,C
,Private,186420,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,35,United-States,<=50K,21607,889,
30,Private,328242,Bachelors,13,Married-civ-spouse,Exec-managerial,,Asian-Pac-Islander,Male,0,0,40,,>50K,21608,205,B
56,Private,279340,11th,7,Separated,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,21609,618,C
19,Private,174478,HS-grad,9,Never-married,,Own-child,White,Female,0,0,40,United-States,<=50K,21610,913,C
37,Private,151771,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,21611,641,A
21,Private,120326,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,21612,225,A
34,,246439,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,,Male,0,,45,United-States,0,21613,456,D
27,Private,144133,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,<=50K,21614,499,D
44,Local-gov,145522,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,21615,178,A
33,Private,312055,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,21616,488,D
32,Private,235847,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Female,0,0,50,United-States,<=50K,21617,678,A
37,Private,187748,Some-college,,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,21618,634,
26,Private,396482,Bachelors,13,,Sales,Not-in-family,White,Female,0,0,48,United-States,0,21619,800,B
20,Private,39477,Some-college,,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K,21620,173,
37,Private,143058,Some-college,10,Married-civ-spouse,Craft-repair,,White,Male,0,0,,United-States,0,21621,104,A
22,Private,216867,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,Mexico,0,21622,562,A
44,Private,230592,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,35,United-States,<=50K,21623,181,A
30,Local-gov,40338,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,21624,636,B
55,Local-gov,115457,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,21625,875,C
36,Private,374983,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,21626,504,D
29,Private,285419,12th,8,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,21627,613,D
19,?,385901,Some-college,,Never-married,?,Own-child,White,Male,0,,22,United-States,<=50K,21628,377,C
45,State-gov,187581,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,,0,40,United-States,<=50K,21629,939,D
38,Self-emp-inc,299036,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,,55,United-States,>50K,21630,954,A
42,Private,68729,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,21631,323,C
27,Private,333990,Assoc-voc,11,Never-married,Exec-managerial,Own-child,,Female,0,0,40,United-States,<=50K,21632,683,B
20,Private,117767,Some-college,10,Never-married,,Own-child,White,Male,0,0,25,United-States,<=50K,21633,167,C
43,Private,184378,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,0,21634,419,A
21,Private,232591,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,21635,705,C
,Private,143851,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,21636,118,B
36,Self-emp-not-inc,89622,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,80,United-States,1,21637,739,B
34,Private,202498,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Dominican-Republic,0,21638,442,C
72,Private,,,4,Widowed,Other-service,Not-in-family,White,Female,0,0,99,?,<=50K,21639,693,C
54,Private,343242,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,1,21640,865,D
30,Private,460408,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,>50K,21641,832,D
63,Private,205246,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,,United-States,<=50K,21642,442,A
36,Private,230329,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,,0,0,50,United-States,1,21643,196,D
25,Private,197871,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,21644,151,A
72,?,201375,Assoc-acdm,12,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,0,21645,274,A
55,Private,194290,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,21646,437,C
44,Private,,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,,Male,0,0,45,United-States,>50K,21647,793,D
41,Private,95168,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0,21648,452,B
20,?,137876,Some-college,10,Never-married,?,Own-child,White,Male,0,0,,United-States,<=50K,21649,,B
47,Private,386136,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,,>50K,21650,214,C
41,Private,,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1,21651,447,B
35,Private,214891,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,40,Dominican-Republic,<=50K,21652,100,B
18,Private,133654,HS-grad,9,Never-married,Adm-clerical,,White,Female,0,0,40,United-States,<=50K,21653,162,C
23,Private,147548,,9,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,0,21654,859,B
57,Private,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,21655,842,C
56,Self-emp-not-inc,,1st-4th,2,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,65,United-States,0,21656,325,A
25,Self-emp-inc,454934,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,21657,522,D
64,?,338355,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0,0,15,United-States,0,21658,118,B
35,Self-emp-not-inc,,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,21659,130,C
61,Private,101500,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,,40,United-States,<=50K,21660,944,B
36,State-gov,36397,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,0,21661,732,D
